field,modules,source_files,definition,formula_or_rule,unit,how_to_read,does_not_mean,unknown_rule
T05_multi_domain_dated_n,Vertical e temporal,vertical_temporal_1000km2.csv | vertical_temporal_100km2.csv | vertical_temporal_150km2.csv | vertical_temporal_250km2.csv | vertical_temporal_500km2.csv,Contagem de poços da camada documental T05 na célula.,Soma direta do indicador booleano T05 por célula.,n,Quantifica quantos poços possuem aquela documentação demonstrada.,"Não mede qualidade intrínseca do valor, representatividade vertical ou independência.","Zero significa que nenhum registro adquirido demonstrou a condição, não que ela seja fisicamente inexistente."
T05_multi_domain_dated_pct_of_wells,Vertical e temporal,vertical_temporal_1000km2.csv | vertical_temporal_100km2.csv | vertical_temporal_150km2.csv | vertical_temporal_250km2.csv | vertical_temporal_500km2.csv,Percentual dos poços da célula que satisfazem a camada documental T05.,"100 × n_T05 ÷ vt_n_wells, quando vt_n_wells > 0.",%,Descreve completude documental vertical ou temporal dentro de células com poços.,Não é percentual da espessura do aquífero conhecida nem duração do monitoramento.,UNKNOWN quando a célula não contém poços.
T06_rimas_registered_n,Vertical e temporal,vertical_temporal_1000km2.csv | vertical_temporal_100km2.csv | vertical_temporal_150km2.csv | vertical_temporal_250km2.csv | vertical_temporal_500km2.csv,Contagem de poços da camada documental T06 na célula.,Soma direta do indicador booleano T06 por célula.,n,Quantifica quantos poços possuem aquela documentação demonstrada.,"Não mede qualidade intrínseca do valor, representatividade vertical ou independência.","Zero significa que nenhum registro adquirido demonstrou a condição, não que ela seja fisicamente inexistente."
T06_rimas_registered_pct_of_wells,Vertical e temporal,vertical_temporal_1000km2.csv | vertical_temporal_100km2.csv | vertical_temporal_150km2.csv | vertical_temporal_250km2.csv | vertical_temporal_500km2.csv,Percentual dos poços da célula que satisfazem a camada documental T06.,"100 × n_T06 ÷ vt_n_wells, quando vt_n_wells > 0.",%,Descreve completude documental vertical ou temporal dentro de células com poços.,Não é percentual da espessura do aquífero conhecida nem duração do monitoramento.,UNKNOWN quando a célula não contém poços.
T07_series_demonstrated_n,Vertical e temporal,vertical_temporal_1000km2.csv | vertical_temporal_100km2.csv | vertical_temporal_150km2.csv | vertical_temporal_250km2.csv | vertical_temporal_500km2.csv,Contagem de poços da camada documental T07 na célula.,Soma direta do indicador booleano T07 por célula.,n,Quantifica quantos poços possuem aquela documentação demonstrada.,"Não mede qualidade intrínseca do valor, representatividade vertical ou independência.","Zero significa que nenhum registro adquirido demonstrou a condição, não que ela seja fisicamente inexistente."
V01_depth_positive_n,Vertical e temporal,vertical_temporal_1000km2.csv | vertical_temporal_100km2.csv | vertical_temporal_150km2.csv | vertical_temporal_250km2.csv | vertical_temporal_500km2.csv,Contagem de poços da camada documental V01 na célula.,Soma direta do indicador booleano V01 por célula.,n,Quantifica quantos poços possuem aquela documentação demonstrada.,"Não mede qualidade intrínseca do valor, representatividade vertical ou independência.","Zero significa que nenhum registro adquirido demonstrou a condição, não que ela seja fisicamente inexistente."
V01_depth_positive_pct_of_wells,Vertical e temporal,vertical_temporal_1000km2.csv | vertical_temporal_100km2.csv | vertical_temporal_150km2.csv | vertical_temporal_250km2.csv | vertical_temporal_500km2.csv,Percentual dos poços da célula que satisfazem a camada documental V01.,"100 × n_V01 ÷ vt_n_wells, quando vt_n_wells > 0.",%,Descreve completude documental vertical ou temporal dentro de células com poços.,Não é percentual da espessura do aquífero conhecida nem duração do monitoramento.,UNKNOWN quando a célula não contém poços.
V02_formation_n,Vertical e temporal,vertical_temporal_1000km2.csv | vertical_temporal_100km2.csv | vertical_temporal_150km2.csv | vertical_temporal_250km2.csv | vertical_temporal_500km2.csv,Contagem de poços da camada documental V02 na célula.,Soma direta do indicador booleano V02 por célula.,n,Quantifica quantos poços possuem aquela documentação demonstrada.,"Não mede qualidade intrínseca do valor, representatividade vertical ou independência.","Zero significa que nenhum registro adquirido demonstrou a condição, não que ela seja fisicamente inexistente."
V02_formation_pct_of_wells,Vertical e temporal,vertical_temporal_1000km2.csv | vertical_temporal_100km2.csv | vertical_temporal_150km2.csv | vertical_temporal_250km2.csv | vertical_temporal_500km2.csv,Percentual dos poços da célula que satisfazem a camada documental V02.,"100 × n_V02 ÷ vt_n_wells, quando vt_n_wells > 0.",%,Descreve completude documental vertical ou temporal dentro de células com poços.,Não é percentual da espessura do aquífero conhecida nem duração do monitoramento.,UNKNOWN quando a célula não contém poços.
V03_penetration_n,Vertical e temporal,vertical_temporal_1000km2.csv | vertical_temporal_100km2.csv | vertical_temporal_150km2.csv | vertical_temporal_250km2.csv | vertical_temporal_500km2.csv,Contagem de poços da camada documental V03 na célula.,Soma direta do indicador booleano V03 por célula.,n,Quantifica quantos poços possuem aquela documentação demonstrada.,"Não mede qualidade intrínseca do valor, representatividade vertical ou independência.","Zero significa que nenhum registro adquirido demonstrou a condição, não que ela seja fisicamente inexistente."
V03_penetration_pct_of_wells,Vertical e temporal,vertical_temporal_1000km2.csv | vertical_temporal_100km2.csv | vertical_temporal_150km2.csv | vertical_temporal_250km2.csv | vertical_temporal_500km2.csv,Percentual dos poços da célula que satisfazem a camada documental V03.,"100 × n_V03 ÷ vt_n_wells, quando vt_n_wells > 0.",%,Descreve completude documental vertical ou temporal dentro de células com poços.,Não é percentual da espessura do aquífero conhecida nem duração do monitoramento.,UNKNOWN quando a célula não contém poços.
V04_hydraulic_condition_n,Vertical e temporal,vertical_temporal_1000km2.csv | vertical_temporal_100km2.csv | vertical_temporal_150km2.csv | vertical_temporal_250km2.csv | vertical_temporal_500km2.csv,Contagem de poços da camada documental V04 na célula.,Soma direta do indicador booleano V04 por célula.,n,Quantifica quantos poços possuem aquela documentação demonstrada.,"Não mede qualidade intrínseca do valor, representatividade vertical ou independência.","Zero significa que nenhum registro adquirido demonstrou a condição, não que ela seja fisicamente inexistente."
V04_hydraulic_condition_pct_of_wells,Vertical e temporal,vertical_temporal_1000km2.csv | vertical_temporal_100km2.csv | vertical_temporal_150km2.csv | vertical_temporal_250km2.csv | vertical_temporal_500km2.csv,Percentual dos poços da célula que satisfazem a camada documental V04.,"100 × n_V04 ÷ vt_n_wells, quando vt_n_wells > 0.",%,Descreve completude documental vertical ou temporal dentro de células com poços.,Não é percentual da espessura do aquífero conhecida nem duração do monitoramento.,UNKNOWN quando a célula não contém poços.
V05_capture_type_n,Vertical e temporal,vertical_temporal_1000km2.csv | vertical_temporal_100km2.csv | vertical_temporal_150km2.csv | vertical_temporal_250km2.csv | vertical_temporal_500km2.csv,Contagem de poços da camada documental V05 na célula.,Soma direta do indicador booleano V05 por célula.,n,Quantifica quantos poços possuem aquela documentação demonstrada.,"Não mede qualidade intrínseca do valor, representatividade vertical ou independência.","Zero significa que nenhum registro adquirido demonstrou a condição, não que ela seja fisicamente inexistente."
V05_capture_type_pct_of_wells,Vertical e temporal,vertical_temporal_1000km2.csv | vertical_temporal_100km2.csv | vertical_temporal_150km2.csv | vertical_temporal_250km2.csv | vertical_temporal_500km2.csv,Percentual dos poços da célula que satisfazem a camada documental V05.,"100 × n_V05 ÷ vt_n_wells, quando vt_n_wells > 0.",%,Descreve completude documental vertical ou temporal dentro de células com poços.,Não é percentual da espessura do aquífero conhecida nem duração do monitoramento.,UNKNOWN quando a célula não contém poços.
V06_top_base_raw_n,Vertical e temporal,vertical_temporal_1000km2.csv | vertical_temporal_100km2.csv | vertical_temporal_150km2.csv | vertical_temporal_250km2.csv | vertical_temporal_500km2.csv,Contagem de poços da camada documental V06 na célula.,Soma direta do indicador booleano V06 por célula.,n,Quantifica quantos poços possuem aquela documentação demonstrada.,"Não mede qualidade intrínseca do valor, representatividade vertical ou independência.","Zero significa que nenhum registro adquirido demonstrou a condição, não que ela seja fisicamente inexistente."
V06_top_base_raw_pct_of_wells,Vertical e temporal,vertical_temporal_1000km2.csv | vertical_temporal_100km2.csv | vertical_temporal_150km2.csv | vertical_temporal_250km2.csv | vertical_temporal_500km2.csv,Percentual dos poços da célula que satisfazem a camada documental V06.,"100 × n_V06 ÷ vt_n_wells, quando vt_n_wells > 0.",%,Descreve completude documental vertical ou temporal dentro de células com poços.,Não é percentual da espessura do aquífero conhecida nem duração do monitoramento.,UNKNOWN quando a célula não contém poços.
V07_diameter_n,Vertical e temporal,vertical_temporal_1000km2.csv | vertical_temporal_100km2.csv | vertical_temporal_150km2.csv | vertical_temporal_250km2.csv | vertical_temporal_500km2.csv,Contagem de poços da camada documental V07 na célula.,Soma direta do indicador booleano V07 por célula.,n,Quantifica quantos poços possuem aquela documentação demonstrada.,"Não mede qualidade intrínseca do valor, representatividade vertical ou independência.","Zero significa que nenhum registro adquirido demonstrou a condição, não que ela seja fisicamente inexistente."
V07_diameter_pct_of_wells,Vertical e temporal,vertical_temporal_1000km2.csv | vertical_temporal_100km2.csv | vertical_temporal_150km2.csv | vertical_temporal_250km2.csv | vertical_temporal_500km2.csv,Percentual dos poços da célula que satisfazem a camada documental V07.,"100 × n_V07 ÷ vt_n_wells, quando vt_n_wells > 0.",%,Descreve completude documental vertical ou temporal dentro de células com poços.,Não é percentual da espessura do aquífero conhecida nem duração do monitoramento.,UNKNOWN quando a célula não contém poços.
V08_screen_interval_n,Vertical e temporal,vertical_temporal_1000km2.csv | vertical_temporal_100km2.csv | vertical_temporal_150km2.csv | vertical_temporal_250km2.csv | vertical_temporal_500km2.csv,Contagem de poços da camada documental V08 na célula.,Soma direta do indicador booleano V08 por célula.,n,Quantifica quantos poços possuem aquela documentação demonstrada.,"Não mede qualidade intrínseca do valor, representatividade vertical ou independência.","Zero significa que nenhum registro adquirido demonstrou a condição, não que ela seja fisicamente inexistente."
a_implies_b_in_acquired_set,Suficiência por pergunta,question_dependency_pairwise.csv,Campo da matriz de suficiência por pergunta da V2.4.,Definido pelas regras documentadas em SUFICIENCIA_POR_PERGUNTA_V1.md.,booleano,Descreve disponibilidade documental condicionada à pergunta selecionada.,"Não é potencial aquífero, prioridade, peso, score ou representatividade territorial.",UNKNOWN permanece distinto de zero e de ausência física.
